from,to,share
EP22567,E100001013286,100.0
EP22568,E100000131599,100.0
EP22569,E100001013340,100.0
EP22570,E100001013334,100.0
EP22571,E100000131663,100.0
EP22572,E100000131947,100.0
EP22573,E100000131994,100.0
EP22574,E100001013536,100.0
EP22575,E100001013541,100.0
EP22576,E100000131243,100.0
EP22577,E100001013702,100.0
EP22578,E100000132238,100.0
EP22579,E100000132207,100.0
EP22580,E100001013285,100.0
EP22581,E100001010414,50.0
EP22581,E100000131594,50.0
EP22582,E100001013784,100.0
EP22583,E100001013668,100.0
EP22584,E100000131237,100.0
EP22585,E100001010094,100.0
EP22586,E100001013635,100.0
EP22587,E100001013381,100.0
EP22588,E100001013385,100.0
EP22589,E100001013429,100.0
EP22590,E100000121064,100.0
EP22591,E100001013755,100.0
EP22592,E100001010799,100.0
EP22593,E100001010799,100.0
EP22594,E100001000452,100.0
EP22595,E100001000861,100.0
EP22596,E100001010837,100.0
EP22597,E100001013263,100.0
EP22598,E100000131989,100.0
EP22599,E100001000714,100.0
EP22600,E100000131517,100.0
EP22601,E100000131643,100.0
EP22602,E100000132087,100.0
EP22603,E100000131517,100.0
EP22604,E100000131517,100.0
EP22605,E100000132225,100.0
EP22606,E100000132225,100.0
EP22607,E100000132225,100.0
EP22608,E100001010939,100.0
EP22609,E100001010934,100.0
EP22610,E100001010936,100.0
EP22611,E100000121187,100.0
EP22612,E100001010938,100.0
EP22613,E100001000654,100.0
EP22614,E100001000654,100.0
EP22615,E100000131353,100.0
EP22616,E100000131565,100.0
EP22617,E100000131782,100.0
EP22618,E100001012974,100.0
EP22619,E100000131938,100.0
EP22620,E100000132182,100.0
EP22621,E100000132211,100.0
EP22622,E100001000296,100.0
EP22623,E100000131998,100.0
EP22624,E100000132915,100.0
EP22625,E100000131566,100.0
EP22626,E100000132379,100.0
EP22627,E100001012272,100.0
EP22628,E100001010614,100.0
EP22629,E100001010656,100.0
EP22630,E100000131275,100.0
EP22631,E100000132203,100.0
EP22632,E100001010623,100.0
EP22633,E100000131854,100.0
EP22634,E100001000404,100.0
EP22635,E100001010639,100.0
EP22636,E100001010761,100.0
EP22637,E100001010639,100.0
EP22638,E100001010769,100.0
EP22639,E100000131613,100.0
EP22640,E100001000600,100.0
EP22641,E100001013341,100.0
EP22642,E100001012979,100.0
EP22643,E100001013553,100.0
EP22644,E100000132330,100.0
EP22645,E100001013380,100.0
EP22646,E100000132055,100.0
EP22647,E100000131360,100.0
EP22648,E100001013379,100.0
EP22649,E100000120736,100.0
EP22650,E100001013136,100.0
EP22651,E100000131536,100.0
EP22652,E100001013152,100.0
EP22653,E100001013004,100.0
EP22654,E100001013201,100.0
EP22655,E100000121596,100.0
EP22656,E100000121596,100.0
EP22657,E100000131585,100.0
EP22658,E100000131585,100.0
EP22659,E100000132030,100.0
EP22660,E100001012976,100.0
EP22661,E100001013164,100.0
EP22662,E100000132355,100.0
EP22663,E100000132142,100.0
EP22664,E100000132107,100.0
EP22665,E100000131452,100.0
EP22666,E100000131280,100.0
EP22667,E100000132107,100.0
EP22668,E100001000649,100.0
EP22669,E100000132117,100.0
EP22670,E100001013715,100.0
EP22671,E100000131980,100.0
EP22672,E100000131615,100.0
EP22673,E100001013336,100.0
EP22674,E100000131852,100.0
EP22675,E100000132142,100.0
EP22676,E100000132142,100.0
EP22677,E100000131277,100.0
EP22678,E100000131671,100.0
EP22679,E100000131727,100.0
EP22680,E100000132107,100.0
EP22681,E100001000488,100.0
EP22682,E100001010918,100.0
EP22683,E100001010918,100.0
EP22684,E100001010965,100.0
EP22685,E100000132198,100.0
EP22686,E100000131499,100.0
EP22687,E100001010966,100.0
EP22688,E100001010967,100.0
EP22689,E100000131469,100.0
EP22690,E100001010994,100.0
EP22691,E100001000805,100.0
EP22692,E100001000806,100.0
EP22693,E100001000806,100.0
EP22694,E100001000804,100.0
EP22695,E100000131996,100.0
EP22696,E100001000804,100.0
EP22697,E100001000804,100.0
EP22698,E100001000806,100.0
EP22699,E100001000806,100.0
EP22700,E100001000806,100.0
EP22701,E100001000804,100.0
EP22702,E100001000805,100.0
EP22703,E100001000804,100.0
EP22704,E100001000804,100.0
EP22705,E100001000806,100.0
EP22706,E100001000805,100.0
EP22707,E100001000806,100.0
EP22708,E100001000801,100.0
EP22709,E100001000806,100.0
EP22710,E100001000806,100.0
EP22711,E100001000803,100.0
EP22712,E100001000806,100.0
EP22713,E100001000703,100.0
EP22714,E100001000806,100.0
EP22715,E100001000806,100.0
EP22716,E100001000806,100.0
EP22717,E100001000809,100.0
EP22718,E100001000806,100.0
EP22719,E100001000806,100.0
EP22720,E100001010018,100.0
EP22721,E100001000806,100.0
EP22722,E100001000806,100.0
EP22723,E100000132286,100.0
EP22724,E100001000801,100.0
EP22725,E100001000809,100.0
EP22726,E100001000809,100.0
EP22727,E100001000809,100.0
EP22728,E100001000809,100.0
EP22729,E100001000806,100.0
EP22730,E100001000806,100.0
EP22731,E100001000806,100.0
EP22732,E100001000809,100.0
EP22733,E100001000809,100.0
EP22734,E100001000809,100.0
EP22735,E100000120560,100.0
EP22736,E100001000806,100.0
EP22737,E100001000806,100.0
EP22738,E100001000806,100.0
EP22739,E100001000809,100.0
EP22740,E100001000806,100.0
EP22741,E100001000801,100.0
EP22742,E100001000806,100.0
EP22743,E100001000806,100.0
EP22744,E100001000806,100.0
EP22745,E100001000806,100.0
EP22746,E100001000801,100.0
EP22747,E100001000806,100.0
EP22748,E100001000806,100.0
EP22749,E100001000806,100.0
EP22750,E100001000803,100.0
EP22751,E100001000809,100.0
EP22752,E100001000703,100.0
EP22753,E100001000806,100.0
EP22754,E100001000809,100.0
EP22755,E100001000809,100.0
EP22756,E100001000809,100.0
EP22757,E100001000809,100.0
EP22758,E100001000806,100.0
EP22759,E100001000801,100.0
EP22760,E100001000806,100.0
EP22761,E100001000809,100.0
EP22762,E100001000806,50.0
EP22762,E100001000801,50.0
EP22763,E100001000806,100.0
EP22764,E100000131391,100.0
EP22765,E100000131741,100.0
EP22766,E100001000806,100.0
EP22767,E100001000809,100.0
EP22768,E100001000809,100.0
EP22769,E100001000440,100.0
EP22770,E100001000807,100.0
EP22771,E100001000801,100.0
EP22772,E100001000801,100.0
EP22773,E100001000806,100.0
EP22774,E100001000809,100.0
EP22775,E100001000806,100.0
EP22776,E100001000806,100.0
EP22777,E100001000806,100.0
EP22778,E100000121159,100.0
EP22779,E100000120357,100.0
EP22780,E100001010935,100.0
EP22781,E100000131989,100.0
EP22782,E100000131795,100.0
EP22783,E100000132332,100.0
EP22784,E100000132053,100.0
EP22785,E100000131544,100.0
EP22786,E100000131644,100.0
EP22787,E100000131632,100.0
EP22788,E100000131825,100.0
EP22789,E100000132196,100.0
EP22790,E100000131933,100.0
EP22791,E100000131434,100.0
EP22792,E100001000296,100.0
EP22793,E100000131745,100.0
EP22794,E100001013753,100.0
EP22795,E100000132227,100.0
EP22796,E100001013736,51.0
EP22796,E100001013734,49.0
EP22797,E100000131831,100.0
EP22798,E100000131747,100.0
EP22799,E100000131945,100.0
EP22800,E100000131693,100.0
EP22801,E100000131693,100.0
EP22802,E100000131692,100.0
EP22803,E100001010356,100.0
EP22804,E100000132275,100.0
EP22805,E100000132338,100.0
EP22806,E100000132338,100.0
EP22807,E100000132338,100.0
EP22808,E100001010651,100.0
EP22809,E100001010666,100.0
EP22810,E100001013740,100.0
EP22811,E100001010638,100.0
EP22812,E100000131280,100.0
EP22813,E100001013260,100.0
EP22814,E100000131459,100.0
EP22815,E100001010170,100.0
EP22816,E100001013069,100.0
EP22817,E100000132177,100.0
EP22818,E100000132177,100.0
EP22819,E100000131470,100.0
EP22820,E100001013323,100.0
EP22821,E100001010170,100.0
EP22822,E100001013323,100.0
EP22823,E100001010170,100.0
EP22824,E100000131516,100.0
EP22825,E100001013754,100.0
EP22826,E100000131250,100.0
EP22827,E100001013786,100.0
EP22828,E100001000969,100.0
EP22829,E100000132018,100.0
EP22830,E100001000803,100.0
EP22831,E100001000804,100.0
EP22832,E100000131426,100.0
EP22833,E100000131426,100.0
EP22834,E100000131426,100.0
EP22835,E100001000805,100.0
EP22836,E100001000669,100.0
EP22837,E100001000803,100.0
EP22838,E100000132340,100.0
EP22839,E100000132107,100.0
EP22840,E100001000808,100.0
EP22841,E100001000801,100.0
EP22842,E100001000805,100.0
EP22843,E100000120684,100.0
EP22844,E100000131638,100.0
EP22845,E100000121188,100.0
EP22846,E100001000488,100.0
EP22847,E100001013754,100.0
EP22848,E100000131457,100.0
EP22849,E100001013680,100.0
EP22850,E100000132355,100.0
EP22851,E100001000803,100.0
EP22852,E100001013336,100.0
EP22853,E100001000801,100.0
EP22854,E100001000803,100.0
EP22855,E100000000683,100.0
EP22856,E100000131794,100.0
EP22857,E100001000805,100.0
EP22858,E100001000804,100.0
EP22859,E100001000805,100.0
EP22860,E100001013680,100.0
EP22861,E100001013754,100.0
EP22862,E100001000805,100.0
EP22863,E100001000805,100.0
EP22864,E100001000805,100.0
EP22865,E100001000651,100.0
EP22866,E100000132111,100.0
EP22867,E100000131515,100.0
EP22868,E100001000804,100.0
EP22869,E100001000804,100.0
EP22870,E100001000804,100.0
EP22871,E100001000804,100.0
EP22872,E100001013754,100.0
EP22873,E100000131918,100.0
EP22874,E100001013355,100.0
EP22875,E100001000804,100.0
EP22876,E100001000804,100.0
EP22877,E100001000804,100.0
EP22878,E100001000805,100.0
EP22879,E100001013355,100.0
EP22880,E100001010425,100.0
EP22881,E100001000804,100.0
EP22882,E100001000804,100.0
EP22883,E100000131277,100.0
EP22884,E100000131571,100.0
EP22885,E100000131616,100.0
EP22886,E100001000804,100.0
EP22887,E100001000804,100.0
EP22888,E100001000804,100.0
EP22889,E100001000804,100.0
EP22890,E100001000804,100.0
EP22891,E100001013355,100.0
EP22892,E100000131834,100.0
EP22893,E100001000545,100.0
EP22894,E100001000808,100.0
EP22895,E100001000806,100.0
EP22896,E100001000801,100.0
EP22897,E100001000804,100.0
EP22898,E100001000804,100.0
EP22899,E100001000804,100.0
EP22900,E100001000804,100.0
EP22901,E100000131838,100.0
EP22902,E100000132100,100.0
EP22903,E100001013339,100.0
EP22904,E100001013398,100.0
EP22905,E100001000806,100.0
EP22906,E100001000804,100.0
EP22907,E100001000804,100.0
EP22908,E100001013698,100.0
EP22909,E100000132111,100.0
EP22910,E100001000807,100.0
EP22911,E100001000806,100.0
EP22912,E100001000804,100.0
EP22913,E100001000804,100.0
EP22914,E100001000804,100.0
EP22915,E100001000649,100.0
EP22916,E100000131495,100.0
EP22917,E100001000801,100.0
EP22918,E100001000803,100.0
EP22919,E100001000801,100.0
EP22920,E100001000801,100.0
EP22921,E100000131901,100.0
EP22922,E100001013821,100.0
EP22923,E100000131277,100.0
EP22924,E100000132142,100.0
EP22925,E100000131669,100.0
EP22926,E100001013698,100.0
EP22927,E100001000803,100.0
EP22928,E100001000801,100.0
EP22929,E100001000804,100.0
EP22930,E100001000801,100.0
EP22931,E100000132024,100.0
EP22932,E100000132073,100.0
EP22933,E100001000803,100.0
EP22934,E100001000804,100.0
EP22935,E100001000803,100.0
EP22936,E100000132098,100.0
EP22937,E100000132107,100.0
EP22938,E100000132142,100.0
EP22939,E100001000804,100.0
EP22940,E100000131514,100.0
EP22941,E100001000809,100.0
EP22942,E100000131232,100.0
EP22943,E100000132142,100.0
EP22944,E100001000804,100.0
EP22945,E100000132142,100.0
EP22946,E100000131828,100.0
EP22947,E100001000804,100.0
EP22948,E100001000806,100.0
EP22949,E100000131669,100.0
EP22950,E100001013355,100.0
EP22951,E100000131608,100.0
EP22952,E100001000693,100.0
EP22953,E100000131717,100.0
EP22954,E100001000804,100.0
EP22955,E100001000804,100.0
EP22956,E100000132304,100.0
EP22957,E100001000693,100.0
EP22958,E100000131679,100.0
EP22959,E100001000804,100.0
EP22960,E100001000804,100.0
EP22961,E100001000801,100.0
EP22962,E100000132142,100.0
EP22963,E100000132107,100.0
EP22964,E100000153018,100.0
EP22965,E100001000804,100.0
EP22966,E100000131669,100.0
EP22967,E100000131835,100.0
EP22968,E100000131452,100.0
EP22969,E100000000683,100.0
EP22970,E100001010292,100.0
EP22971,E100000132142,100.0
EP22972,E100001012993,100.0
EP22973,E100001010307,100.0
EP22974,E100000131398,100.0
EP22975,E100000132138,100.0
EP22976,E100001000804,100.0
EP22977,E100001000803,100.0
EP22978,E100001000801,100.0
EP22979,E100001000809,100.0
EP22980,E100001010421,100.0
EP22981,E100000132031,100.0
EP22982,E100001013698,100.0
EP22983,E100001000809,100.0
EP22984,E100000132107,100.0
EP22985,E100000131654,100.0
EP22986,E100000132128,100.0
EP22987,E100000131727,100.0
EP22988,E100001000805,100.0
EP22989,E100000131838,100.0
EP22990,E100001000806,100.0
EP22991,E100001013165,100.0
EP22992,E100001013715,100.0
EP22993,E100001000804,100.0
EP22994,E100001000589,100.0
EP22995,E100001010421,100.0
EP22996,E100001013165,100.0
EP22997,E100001000809,100.0
EP22998,E100001000668,100.0
EP22999,E100001000545,100.0
EP23000,E100000153018,100.0
EP23001,E100001013233,100.0
EP23002,E100000132107,100.0
EP23003,E100001013810,100.0
EP23004,E100000132140,100.0
EP23005,E100000131307,50.0
EP23005,E100001010369,50.0
EP23006,E100001010058,100.0
EP23007,E100001000806,100.0
EP23008,E100001000803,100.0
EP23009,E100001000805,100.0
EP23010,E100000132111,100.0
EP23011,E100001013810,100.0
EP23012,E100000132142,100.0
EP23013,E100001013462,100.0
EP23014,E100001000801,100.0
EP23015,E100000132142,100.0
EP23016,E100001000804,100.0
EP23017,E100001000804,100.0
EP23018,E100001000545,100.0
EP23019,E100000131277,100.0
EP23020,E100000131805,100.0
EP23021,E100001000801,100.0
EP23022,E100001000804,100.0
EP23023,E100001000804,100.0
EP23024,E100001000805,100.0
EP23025,E100001000807,100.0
EP23026,E100001000804,100.0
EP23027,E100000131426,100.0
EP23028,E100000131426,100.0
EP23029,E100000131305,100.0
EP23030,E100000131942,100.0
EP23031,E100000131419,100.0
EP23032,E100000132031,100.0
EP23033,E100001000801,100.0
EP23034,E100001013461,100.0
EP23035,E100001000803,100.0
EP23036,E100001000803,100.0
EP23037,E100001000803,100.0
EP23038,E100001000854,100.0
EP23039,E100001000803,100.0
EP23040,E100001013311,100.0
EP23041,E100001010422,100.0
EP23042,E100001000805,100.0
EP23043,E100001000805,100.0
EP23044,E100000120560,100.0
EP23045,E100000131296,100.0
EP23046,E100001000669,100.0
EP23047,E100001000669,100.0
EP23048,E100001000803,100.0
EP23049,E100001000803,100.0
EP23050,E100001000801,100.0
EP23051,E100001000801,100.0
EP23052,E100001000805,100.0
EP23053,E100001000801,100.0
EP23054,E100000131838,100.0
EP23055,E100001010174,100.0
EP23056,E100001000804,100.0
EP23057,E100001000805,100.0
EP23058,E100001010350,100.0
EP23059,E100000132107,100.0
EP23060,E100001000804,100.0
EP23061,E100001000801,100.0
EP23062,E100001000801,100.0
EP23063,E100001000804,100.0
EP23064,E100001000805,100.0
EP23065,E100001000803,100.0
EP23066,E100001000803,100.0
EP23067,E100001013129,100.0
EP23068,E100000131638,100.0
EP23069,E100001000804,100.0
EP23070,E100000121137,100.0
EP23071,E100001000479,100.0
EP23072,E100001000386,100.0
EP23073,E100000131262,100.0
EP23074,E100000131413,100.0
EP23075,E100000132374,100.0
EP23076,E100000132200,100.0
EP23077,E100000132216,100.0
EP23078,E100000131724,100.0
EP23079,E100001000694,100.0
EP23080,E100000131724,100.0
EP23081,E100000131484,100.0
EP23082,E100001000589,100.0
EP23083,E100000131598,100.0
EP23084,E100000131299,100.0
EP23085,E100001000660,100.0
EP23086,E100001000804,100.0
EP23087,E100001000803,100.0
EP23088,E100001000803,100.0
EP23089,E100001000801,100.0
EP23090,E100001000801,100.0
EP23091,E100001000806,100.0
EP23092,E100001000806,100.0
EP23093,E100001000803,100.0
EP23094,E100001010312,100.0
EP23095,E100001010312,100.0
EP23096,E100001001137,50.0
EP23096,E100000131412,50.0
EP23097,E100000131920,100.0
EP23098,E100000131216,100.0
EP23099,E100000131970,100.0
EP23100,E100000132012,100.0
EP23101,E100001000807,100.0
EP23102,E100001000806,100.0
EP23103,E100001000806,100.0
EP23104,E100001000806,100.0
EP23105,E100001000805,100.0
EP23106,E100001000809,100.0
EP23107,E100000132336,100.0
EP23108,E100001010409,100.0
EP23109,E100000131864,100.0
EP23110,E100001010381,100.0
EP23111,E100001013354,100.0
EP23112,E100001010100,100.0
EP23113,E100001010100,100.0
EP23114,E100001010340,100.0
EP23115,E100000131763,100.0
EP23116,E100000131851,100.0
EP23117,E100000131958,100.0
EP23118,E100000121093,100.0
EP23119,E100000131958,100.0
EP23120,E100001000512,100.0
EP23121,E100000131286,100.0
EP23122,E100000131265,100.0
EP23123,E100000131291,100.0
EP23124,E100000131324,100.0
EP23125,E100000131328,100.0
EP23126,E100000131347,100.0
EP23127,E100000131334,100.0
EP23128,E100000131425,100.0
EP23129,E100001013027,100.0
EP23130,E100001013582,100.0
EP23131,E100000131576,100.0
EP23132,E100001001108,100.0
EP23133,E100000131645,100.0
EP23134,E100001010283,100.0
EP23135,E100000131730,100.0
EP23136,E100000131761,100.0
EP23137,E100000131796,100.0
EP23138,E100000131778,100.0
EP23139,E100000131784,100.0
EP23140,E100001013396,100.0
EP23141,E100001010013,100.0
EP23142,E100000131888,100.0
EP23143,E100000131951,100.0
EP23144,E100001010039,100.0
EP23145,E100000131952,100.0
EP23146,E100001010014,100.0
EP23147,E100001013777,100.0
EP23148,E100001001110,100.0
EP23149,E100001013075,100.0
EP23150,E100001013135,100.0
EP23151,E100000131365,100.0
EP23152,E100000131388,100.0
EP23153,E100001013125,100.0
EP23154,E100001010408,100.0
EP23155,E100001010408,100.0
EP23156,E100001010408,100.0
EP23157,E100000131542,100.0
EP23158,E100000131664,100.0
EP23159,E100000131777,100.0
EP23160,E100000131821,100.0
EP23161,E100001000940,100.0
EP23162,E100000131915,100.0
EP23163,E100000131964,100.0
EP23164,E100000132108,100.0
EP23165,E100000132054,100.0
EP23166,E100000131600,100.0
EP23167,E100000120182,50.0
EP23167,E100000137593,50.0
EP23168,E100000131919,100.0
EP23169,E100000132370,100.0
EP23170,E100001013510,100.0
EP23171,E100001013805,100.0
EP23172,E100000131481,100.0
EP23173,E100001013133,100.0
EP23174,E100001013491,100.0
EP23175,E100001013714,100.0
EP23176,E100000131390,100.0
EP23177,E100000120988,100.0
EP23178,E100000120988,100.0
EP23179,E100000120988,100.0
EP23180,E100000120988,100.0
EP23181,E100000120988,100.0
EP23182,E100000001745,100.0
EP23183,E100000131810,100.0
EP23184,E100000000849,100.0
EP23185,E100000000849,100.0
EP23186,E100000000849,100.0
EP23187,E100000000849,100.0
EP23188,E100000000849,100.0
EP23189,E100000000849,100.0
EP23190,E100000000849,100.0
EP23191,E100000000849,100.0
EP23192,E100000000849,100.0
EP23193,E100001010768,100.0
EP23194,E100001010638,100.0
EP23195,E100001000853,100.0
EP23196,E100000002097,100.0
EP23197,E100000002097,100.0
EP23198,E100000002097,100.0
EP23199,E100000132118,100.0
EP23200,E100000002097,100.0
EP23201,E100001000764,100.0
EP23202,E100000131267,100.0
EP23203,E100000131267,100.0
EP23204,E100001000769,100.0
EP23205,E100001013713,100.0
EP23206,E100001013792,100.0
EP23207,E100001013792,100.0
EP23208,E100001010055,100.0
EP23209,E100000120584,100.0
EP23210,E100000131205,100.0
EP23211,E100000132337,100.0
EP23212,E100001010351,100.0
EP23213,E100000131798,100.0
EP23214,E100000131222,100.0
EP23215,E100000132052,100.0
EP23216,E100000131725,100.0
EP23217,E100000131206,100.0
EP23218,E100000131623,100.0
EP23219,E100000131901,100.0
EP23220,E100001012962,100.0
EP23221,E100000132006,100.0
EP23222,E100001013761,100.0
EP23223,E100000131503,100.0
EP23224,E100001013011,100.0
EP23225,E100000131259,100.0
EP23226,E100001013712,100.0
EP23227,E100000131207,100.0
EP23228,E100000131308,100.0
EP23229,E100001013165,100.0
EP23230,E100000131596,100.0
EP23231,E100000131806,100.0
EP23232,E100000131366,100.0
EP23233,E100000131367,100.0
EP23234,E100000131385,100.0
EP23235,E100000131606,100.0
EP23236,E100000131246,100.0
EP23237,E100000132261,100.0
EP23238,E100000131404,100.0
EP23239,E100000132355,100.0
EP23240,E100000131794,100.0
EP23241,E100001000693,100.0
EP23242,E100000131452,100.0
EP23243,E100000132123,100.0
EP23244,E100001013715,100.0
EP23245,E100000131456,100.0
EP23246,E100000131507,100.0
EP23247,E100000131985,100.0
EP23248,E100000132142,100.0
EP23249,E100000132138,100.0
EP23250,E100000131963,100.0
EP23251,E100000132142,100.0
EP23252,E100000132142,100.0
EP23253,E100000131833,100.0
EP23254,E100000131493,100.0
EP23255,E100000131610,100.0
EP23256,E100001000651,100.0
EP23257,E100000131554,100.0
EP23258,E100001013691,100.0
EP23259,E100001010422,100.0
EP23260,E100001010055,100.0
EP23261,E100000132110,100.0
EP23262,E100000131605,100.0
EP23263,E100000132243,100.0
EP23264,E100001013715,100.0
EP23265,E100000131963,100.0
EP23266,E100000131939,100.0
EP23267,E100000131624,100.0
EP23268,E100000132256,100.0
EP23269,E100000132109,100.0
EP23270,E100001000649,100.0
EP23271,E100000131751,100.0
EP23272,E100000132093,100.0
EP23273,E100001013244,100.0
EP23274,E100000132110,100.0
EP23275,E100000131739,100.0
EP23276,E100000131791,100.0
EP23277,E100000131750,100.0
EP23278,E100000131755,100.0
EP23279,E100000131804,100.0
EP23280,E100000131817,50.0
EP23280,E100000132316,50.0
EP23281,E100001000643,100.0
EP23282,E100001013413,100.0
EP23283,E100000132356,100.0
EP23284,E100001000643,100.0
EP23285,E100000132142,100.0
EP23286,E100000132115,100.0
EP23287,E100001000651,100.0
EP23288,E100000131515,100.0
EP23289,E100000131548,100.0
EP23290,E100000131604,100.0
EP23291,E100001013548,100.0
EP23292,E100000131662,100.0
EP23293,E100000131253,100.0
EP23294,E100000131601,100.0
EP23295,E100001013543,100.0
EP23296,E100000132228,100.0
EP23297,E100000131451,100.0
EP23298,E100000131847,100.0
EP23299,E100001000658,100.0
EP23300,E100000131978,100.0
EP23301,E100000131846,100.0
EP23302,E100000132310,100.0
EP23303,E100000132110,100.0
EP23304,E100000132354,100.0
EP23305,E100000131505,100.0
EP23306,E100000132066,100.0
EP23307,E100000131467,100.0
EP23308,E100001013684,100.0
EP23309,E100000131971,100.0
EP23310,E100000132050,100.0
EP23311,E100000131857,100.0
EP23312,E100000131857,100.0
EP23313,E100000131208,100.0
EP23314,E100000131985,100.0
EP23315,E100001013378,100.0
EP23316,E100001010153,100.0
EP23317,E100000132033,100.0
EP23318,E100001013026,100.0
EP23319,E100000132142,100.0
EP23320,E100000131738,100.0
EP23321,E100001010422,100.0
EP23322,E100000132057,100.0
EP23323,E100000132095,100.0
EP23324,E100000131451,100.0
EP23325,E100000132147,100.0
EP23326,E100000132051,100.0
EP23327,E100000131985,100.0
EP23328,E100001010424,100.0
EP23329,E100001013398,100.0
EP23330,E100000131660,100.0
EP23331,E100000131672,100.0
EP23332,E100000131959,100.0
EP23333,E100000131935,100.0
EP23334,E100000131217,100.0
EP23335,E100000131901,100.0
EP23336,E100000000683,100.0
EP23337,E100000131901,100.0
EP23338,E100000132209,100.0
EP23339,E100001010292,100.0
EP23340,E100000132151,100.0
EP23341,E100000131296,100.0
EP23342,E100000132233,100.0
EP23343,E100000131914,100.0
EP23344,E100000132220,100.0
EP23345,E100000132259,100.0
EP23346,E100000132264,100.0
EP23347,E100000131885,100.0
EP23348,E100000131794,100.0
EP23349,E100000132309,100.0
EP23350,E100001000649,100.0
EP23351,E100000132346,100.0
EP23352,E100000131603,100.0
EP23353,E100000131838,100.0
EP23354,E100000131959,100.0
EP23355,E100000131803,100.0
EP23356,E100001013378,100.0
EP23357,E100000131971,100.0
EP23358,E100000132007,100.0
EP23359,E100000131480,100.0
EP23360,E100000131611,100.0
EP23361,E100001013390,100.0
EP23362,E100001013800,100.0
EP23363,E100001013392,100.0
EP23364,E100001013509,100.0
EP23365,E100001013329,100.0
EP23366,E100001013391,100.0
EP23367,E100000131364,100.0
EP23368,E100000132133,50.0
EP23368,E100001013700,50.0
EP23369,E100000132382,100.0
EP23370,E100001010835,100.0
EP23371,E100000131696,100.0
EP23372,E100000131614,100.0
EP23373,E100001010107,100.0
EP23374,E100001010170,100.0
EP23375,E100001010170,100.0
EP23376,E100000131301,100.0
EP23377,E100000132284,100.0
EP23378,E100000132336,100.0
EP23379,E100001010940,100.0
EP23380,E100001010060,100.0
EP23381,E100001010060,100.0
EP23382,E100001010060,100.0
EP23383,E100000131765,100.0
EP23384,E100000121252,100.0
EP23385,E100000131511,100.0
EP23386,E100000131511,100.0
EP23387,E100000131892,100.0
EP23388,E100001010994,100.0
EP23389,E100000121384,100.0
EP23390,E100000000531,100.0
EP23391,E100000131619,100.0
EP23392,E100000001926,100.0
EP23393,E100001000669,100.0
EP23394,E100001000512,100.0
EP23395,E100001000611,100.0
EP23396,E100000121104,100.0
EP23397,E100000131620,100.0
EP23398,E100000131289,100.0
EP23399,E100001000669,100.0
EP23400,E100000001926,100.0
EP23401,E100001000639,100.0
EP23402,E100000131302,100.0
EP23403,E100000121281,100.0
EP23404,E100000001923,100.0
EP23405,E100001000479,100.0
EP23406,E100000131856,100.0
EP23407,E100000132166,100.0
EP23408,E100001000806,100.0
EP23409,E100000001926,100.0
EP23410,E100000132009,100.0
EP23411,E100000131527,100.0
EP23412,E100001000860,100.0
EP23413,E100001000860,100.0
EP23414,E100000132210,100.0
EP23415,E100000132105,50.0
EP23415,E100001000531,50.0
EP23416,E100001000809,100.0
EP23417,E100000131501,100.0
EP23418,E100000131853,100.0
EP23419,E100001000516,100.0
EP23420,E100000132097,100.0
EP23421,E100001000647,100.0
EP23422,E100000131740,100.0
EP23423,E100001010016,100.0
EP23424,E100000131214,100.0
EP23425,E100000131863,100.0
EP23426,E100000131270,100.0
EP23427,E100000131223,100.0
EP23428,E100000131266,100.0
EP23429,E100000131226,100.0
EP23430,E100000131233,100.0
EP23431,E100000131231,100.0
EP23432,E100000131231,100.0
EP23433,E100000131231,100.0
EP23434,E100000131272,100.0
EP23435,E100000131241,100.0
EP23436,E100000131295,100.0
EP23437,E100000131263,100.0
EP23438,E100000131283,100.0
EP23439,E100001012972,100.0
EP23440,E100000131273,100.0
EP23441,E100000131284,100.0
EP23442,E100000131236,100.0
EP23443,E100001013587,100.0
EP23444,E100000131285,100.0
EP23445,E100000131293,100.0
EP23446,E100000131260,100.0
EP23447,E100000131304,100.0
EP23448,E100000131408,100.0
EP23449,E100000131327,100.0
EP23450,E100000131329,100.0
EP23451,E100000131337,100.0
EP23452,E100000131346,100.0
EP23453,E100000131349,100.0
EP23454,E100000131358,100.0
EP23455,E100000131359,100.0
EP23456,E100000131374,100.0
EP23457,E100000131330,100.0
EP23458,E100000131428,100.0
EP23459,E100000131331,100.0
EP23460,E100000131437,100.0
EP23461,E100000131322,100.0
EP23462,E100000131344,100.0
EP23463,E100000131439,100.0
EP23464,E100000131409,100.0
EP23465,E100000131319,100.0
EP23466,E100000131333,100.0
EP23467,E100000131370,100.0
EP23468,E100000131373,100.0
EP23469,E100000131376,100.0
EP23470,E100000131377,100.0
EP23471,E100000131381,100.0
EP23472,E100000131382,100.0
EP23473,E100000131351,100.0
EP23474,E100000131357,100.0
EP23475,E100000131440,100.0
EP23476,E100000131441,100.0
EP23477,E100000131430,100.0
EP23478,E100000131339,100.0
EP23479,E100000131378,100.0
EP23480,E100000131338,100.0
EP23481,E100000131379,100.0
EP23482,E100000131320,100.0
EP23483,E100000131313,100.0
EP23484,E100000131410,100.0
EP23485,E100000131341,100.0
EP23486,E100000131387,100.0
EP23487,E100000131389,100.0
EP23488,E100000131442,100.0
EP23489,E100000131342,100.0
