index,Energy_Project_Node_Name,Energy_Project_Type,Capacity (MW),Status,Country,Capacity (Mtpa),Nominal crude steel capacity (ttpa)
EP18221,Suzhou Qianyingzi power station Unit 3,Coal Plant,1000.0,construction,China,,
EP18222,Suzhou Susheng Cogen power station Unit 3,Coal Plant,55.0,operating,China,,
EP18223,Suzhou Susheng Cogen power station Unit 4,Coal Plant,55.0,operating,China,,
EP18224,Suzukawa Energy Center --,Coal Plant,112.0,operating,Japan,,
EP18225,SVPL power station Unit 1,Coal Plant,63.0,operating,India,,
EP18226,Swiecie Pulp Mill power station Unit 2,Coal Plant,48.0,operating,Poland,,
EP18227,Swiecie Pulp Mill power station Unit 4,Coal Plant,32.0,operating,Poland,,
EP18228,Swiecie Pulp Mill power station Unit 5,Coal Plant,33.0,operating,Poland,,
EP18229,Szczecin power station Unit 1,Coal Plant,69.0,operating,Poland,,
EP18230,Tabalong power station Unit 1,Coal Plant,100.0,operating,Indonesia,,
EP18231,Tabalong power station Unit 2,Coal Plant,100.0,operating,Indonesia,,
EP18232,Tabalong Wisesa power station Unit 1,Coal Plant,30.0,operating,Indonesia,,
EP18233,Tabalong Wisesa power station Unit 2,Coal Plant,30.0,operating,Indonesia,,
EP18234,Tabas power station Unit 1,Coal Plant,325.0,construction,Iran,,
EP18235,Tabas power station Unit 2,Coal Plant,325.0,construction,Iran,,
EP18236,Tacheng power station Unit 1,Coal Plant,660.0,permitted,China,,
EP18237,Tacheng power station Unit 2,Coal Plant,660.0,permitted,China,,
EP18238,Taean power station IGCC Project,Coal Plant,346.0,operating,South Korea,,
EP18239,Taean power station Unit 1,Coal Plant,500.0,operating,South Korea,,
EP18240,Taean power station Unit 10,Coal Plant,1050.0,operating,South Korea,,
EP18241,Taean power station Unit 2,Coal Plant,500.0,operating,South Korea,,
EP18242,Taean power station Unit 3,Coal Plant,500.0,operating,South Korea,,
EP18243,Taean power station Unit 4,Coal Plant,500.0,operating,South Korea,,
EP18244,Taean power station Unit 5,Coal Plant,500.0,operating,South Korea,,
EP18245,Taean power station Unit 6,Coal Plant,500.0,operating,South Korea,,
EP18246,Taean power station Unit 7,Coal Plant,500.0,operating,South Korea,,
EP18247,Taean power station Unit 8,Coal Plant,500.0,operating,South Korea,,
EP18248,Taean power station Unit 9,Coal Plant,1050.0,operating,South Korea,,
EP18249,Tai'an Lubang power station Unit 1,Coal Plant,50.0,operating,China,,
EP18250,Tai'an Lubang power station Unit 2,Coal Plant,50.0,operating,China,,
EP18251,Tai'an West power station Unit 1,Coal Plant,50.0,operating,China,,
EP18252,Tai'an West power station Unit 2,Coal Plant,50.0,operating,China,,
EP18253,Taicanggang power station Unit 3,Coal Plant,330.0,operating,China,,
EP18254,Taicanggang power station Unit 4,Coal Plant,330.0,operating,China,,
EP18255,Taicanggang power station Unit 5,Coal Plant,320.0,operating,China,,
EP18256,Taicanggang power station Unit 6,Coal Plant,320.0,operating,China,,
EP18257,Taichung power station Unit 1,Coal Plant,550.0,operating,Taiwan,,
EP18258,Taichung power station Unit 10,Coal Plant,550.0,operating,Taiwan,,
EP18259,Taichung power station Unit 2,Coal Plant,550.0,operating,Taiwan,,
EP18260,Taichung power station Unit 3,Coal Plant,550.0,operating,Taiwan,,
EP18261,Taichung power station Unit 4,Coal Plant,550.0,operating,Taiwan,,
EP18262,Taichung power station Unit 5,Coal Plant,550.0,operating,Taiwan,,
EP18263,Taichung power station Unit 6,Coal Plant,550.0,operating,Taiwan,,
EP18264,Taichung power station Unit 7,Coal Plant,550.0,operating,Taiwan,,
EP18265,Taichung power station Unit 8,Coal Plant,550.0,operating,Taiwan,,
EP18266,Taichung power station Unit 9,Coal Plant,550.0,operating,Taiwan,,
EP18267,Taiheiyo Cement Kamiiso power station --,Coal Plant,47.6,operating,Japan,,
EP18268,Taiheiyo Cement Saitama power station --,Coal Plant,49.5,operating,Japan,,
EP18269,Taishan gypsum cogen power station Unit 1,Coal Plant,50.0,operating,China,,
EP18270,Taishan power station Phase III Unit 8,Coal Plant,1000.0,pre-permit,China,,
EP18271,Taishan power station Phase III Unit 9,Coal Plant,1000.0,pre-permit,China,,
EP18272,Taishan power station Phase II Unit 6,Coal Plant,1000.0,operating,China,,
EP18273,Taishan power station Phase II Unit 7,Coal Plant,1000.0,operating,China,,
EP18274,Taishan power station Phase I Unit 1,Coal Plant,600.0,operating,China,,
EP18275,Taishan power station Phase I Unit 2,Coal Plant,630.0,operating,China,,
EP18276,Taishan power station Phase I Unit 3,Coal Plant,600.0,operating,China,,
EP18277,Taishan power station Phase I Unit 4,Coal Plant,600.0,operating,China,,
EP18278,Taishan power station Phase I Unit 5,Coal Plant,600.0,operating,China,,
EP18279,Taiyang Mill power station Unit 04,Coal Plant,150.0,operating,China,,
EP18280,Taiyang Mill power station Unit 05,Coal Plant,50.0,operating,China,,
EP18281,Taiyang Mill power station Unit 06,Coal Plant,50.0,operating,China,,
EP18282,Taiyang Mill power station Unit 07,Coal Plant,60.0,operating,China,,
EP18283,Taiyang Mill power station Unit 10,Coal Plant,50.0,operating,China,,
EP18284,Taiyuan-1 power station New Unit 1,Coal Plant,1000.0,pre-permit,China,,
EP18285,Taiyuan-1 power station New Unit 2,Coal Plant,1000.0,pre-permit,China,,
EP18286,Taiyuan-2 power station Phase VII Unit 12,Coal Plant,330.0,operating,China,,
EP18287,Taiyuan-2 power station Phase VII Unit 13,Coal Plant,330.0,operating,China,,
EP18288,Taiyuan-2 power station Phase VI Unit 10,Coal Plant,300.0,operating,China,,
EP18289,Taiyuan-2 power station Phase VI Unit 11,Coal Plant,300.0,operating,China,,
EP18290,Taiyuan Steel Mill power station Unit 1,Coal Plant,300.0,operating,China,,
EP18291,Taiyuan Steel Mill power station Unit 2,Coal Plant,300.0,operating,China,,
EP18292,Taizhou power station Phase II Unit 3,Coal Plant,1000.0,operating,China,,
EP18293,Taizhou power station Phase II Unit 4,Coal Plant,1000.0,operating,China,,
EP18294,Taizhou power station Phase I Unit 1,Coal Plant,1000.0,operating,China,,
EP18295,Taizhou power station Phase I Unit 2,Coal Plant,1000.0,operating,China,,
EP18296,Takalar power station Unit 1,Coal Plant,100.0,operating,Indonesia,,
EP18297,Takalar power station Unit 2,Coal Plant,100.0,operating,Indonesia,,
EP18298,Takasago power station Unit 1,Coal Plant,250.0,operating,Japan,,
EP18299,Takasago power station Unit 2,Coal Plant,250.0,operating,Japan,,
EP18300,Takehara power station New Unit 1,Coal Plant,600.0,operating,Japan,,
EP18301,Takehara power station Unit 3,Coal Plant,700.0,operating,Japan,,
EP18302,Taketoyo power station Unit 5,Coal Plant,1070.0,operating,Japan,,
EP18303,Talabira power station Stage II Unit 4,Coal Plant,800.0,announced,India,,
EP18304,Talabira power station Stage I Unit 1,Coal Plant,800.0,permitted,India,,
EP18305,Talabira power station Stage I Unit 2,Coal Plant,800.0,permitted,India,,
EP18306,Talabira power station Stage I Unit 3,Coal Plant,800.0,permitted,India,,
EP18307,Talcher Kaniha Super Thermal Power Station Stage II Unit 3,Coal Plant,500.0,operating,India,,
EP18308,Talcher Kaniha Super Thermal Power Station Stage II Unit 4,Coal Plant,500.0,operating,India,,
EP18309,Talcher Kaniha Super Thermal Power Station Stage II Unit 5,Coal Plant,500.0,operating,India,,
EP18310,Talcher Kaniha Super Thermal Power Station Stage II Unit 6,Coal Plant,500.0,operating,India,,
EP18311,Talcher Kaniha Super Thermal Power Station Stage I Unit 1,Coal Plant,500.0,operating,India,,
EP18312,Talcher Kaniha Super Thermal Power Station Stage I Unit 2,Coal Plant,500.0,operating,India,,
EP18313,Talcher power station Stage III Unit 1,Coal Plant,660.0,construction,India,,
EP18314,Talcher power station Stage III Unit 2,Coal Plant,660.0,construction,India,,
EP18315,Talin power station Unit 7,Coal Plant,800.0,operating,Taiwan,,
EP18316,Talin power station Unit 8,Coal Plant,800.0,operating,Taiwan,,
EP18317,Talwandi Sabo Power Project Unit 1,Coal Plant,660.0,operating,India,,
EP18318,Talwandi Sabo Power Project Unit 2,Coal Plant,660.0,operating,India,,
EP18319,Talwandi Sabo Power Project Unit 3,Coal Plant,660.0,operating,India,,
EP18320,Tamnar power station Phase 1 Unit 1,Coal Plant,250.0,operating,India,,
EP18321,Tamnar power station Phase 1 Unit 2,Coal Plant,250.0,operating,India,,
EP18322,Tamnar power station Phase 1 Unit 3,Coal Plant,250.0,operating,India,,
EP18323,Tamnar power station Phase 1 Unit 4,Coal Plant,250.0,operating,India,,
EP18324,Tamnar power station Phase 2 Unit 1,Coal Plant,600.0,operating,India,,
EP18325,Tamnar power station Phase 2 Unit 2,Coal Plant,600.0,operating,India,,
EP18326,Tamnar power station Phase 2 Unit 3,Coal Plant,600.0,operating,India,,
EP18327,Tamnar power station Phase 2 Unit 4,Coal Plant,600.0,operating,India,,
EP18328,Tanda power station Unit 1,Coal Plant,110.0,operating,India,,
EP18329,Tanda power station Unit 2,Coal Plant,110.0,operating,India,,
EP18330,Tanda power station Unit 3,Coal Plant,110.0,operating,India,,
EP18331,Tanda power station Unit 4,Coal Plant,110.0,operating,India,,
EP18332,Tanda power station Unit 5,Coal Plant,660.0,operating,India,,
EP18333,Tanda power station Unit 6,Coal Plant,660.0,operating,India,,
EP18334,Tangshan Beijiao power station Phase I Unit 1,Coal Plant,350.0,operating,China,,
EP18335,Tangshan Beijiao power station Phase I Unit 2,Coal Plant,350.0,operating,China,,
EP18336,Tangshan power station Phase II Unit 1,Coal Plant,300.0,operating,China,,
EP18337,Tangshan power station Phase II Unit 2,Coal Plant,300.0,operating,China,,
EP18338,Tangshan Sanyou Cogen power station Unit 1,Coal Plant,60.0,operating,China,,
EP18339,Tangshan Sanyou Cogen power station Unit 2,Coal Plant,60.0,operating,China,,
EP18340,Tangshan Sanyou Cogen power station Unit 4,Coal Plant,30.0,operating,China,,
EP18341,Tangshan Sanyou Cogen power station Unit 8,Coal Plant,30.0,operating,China,,
EP18342,Tangshan Wangtan power station Unit 1,Coal Plant,600.0,operating,China,,
EP18343,Tangshan Wangtan power station Unit 2,Coal Plant,600.0,operating,China,,
EP18344,Tangshan West power station Phase II Unit 1,Coal Plant,350.0,operating,China,,
EP18345,Tangshan West power station Phase II Unit 2,Coal Plant,350.0,operating,China,,
EP18346,Tangzhai power station Unit 1,Coal Plant,600.0,operating,China,,
EP18347,Tangzhai power station Unit 2,Coal Plant,600.0,operating,China,,
EP18348,Tanjung Awar-Awar power station Unit 1,Coal Plant,350.0,operating,Indonesia,,
EP18349,Tanjung Awar-Awar power station Unit 2,Coal Plant,350.0,operating,Indonesia,,
EP18350,Tanjung Bin power station Unit 1,Coal Plant,700.0,operating,Malaysia,,
EP18351,Tanjung Bin power station Unit 2,Coal Plant,700.0,operating,Malaysia,,
EP18352,Tanjung Bin power station Unit 3,Coal Plant,700.0,operating,Malaysia,,
EP18353,Tanjung Bin power station Unit 4,Coal Plant,1000.0,operating,Malaysia,,
EP18354,Tanjung Jati B power station Unit 1,Coal Plant,660.0,operating,Indonesia,,
EP18355,Tanjung Jati B power station Unit 2,Coal Plant,660.0,operating,Indonesia,,
EP18356,Tanjung Jati B power station Unit 3,Coal Plant,660.0,operating,Indonesia,,
EP18357,Tanjung Jati B power station Unit 4,Coal Plant,660.0,operating,Indonesia,,
EP18358,Tanjung Jati B power station Unit 5,Coal Plant,1000.0,operating,Indonesia,,
EP18359,Tanjung Jati B power station Unit 6,Coal Plant,1000.0,operating,Indonesia,,
EP18360,Tanjung Kasam power station Unit 1,Coal Plant,65.0,operating,Indonesia,,
EP18361,Tanjung Kasam power station Unit 2,Coal Plant,65.0,operating,Indonesia,,
EP18362,Taolaizhao Public cogen power station Unit 1,Coal Plant,45.0,permitted,China,,
EP18363,Taolaizhao Public cogen power station Unit 2,Coal Plant,45.0,permitted,China,,
EP18364,Tarahan power station Unit 3,Coal Plant,100.0,operating,Indonesia,,
EP18365,Tarahan power station Unit 4,Coal Plant,100.0,operating,Indonesia,,
EP18366,Tarong North power station Unit 1,Coal Plant,445.0,operating,Australia,,
EP18367,Tarong power station Unit 1,Coal Plant,350.0,operating,Australia,,
EP18368,Tarong power station Unit 2,Coal Plant,350.0,operating,Australia,,
EP18369,Tarong power station Unit 3,Coal Plant,350.0,operating,Australia,,
EP18370,Tarong power station Unit 4,Coal Plant,350.0,operating,Australia,,
EP18371,Tata Mundra Ultra Mega Power Project Unit 1,Coal Plant,800.0,operating,India,,
EP18372,Tata Mundra Ultra Mega Power Project Unit 2,Coal Plant,800.0,operating,India,,
EP18373,Tata Mundra Ultra Mega Power Project Unit 3,Coal Plant,800.0,operating,India,,
EP18374,Tata Mundra Ultra Mega Power Project Unit 4,Coal Plant,800.0,operating,India,,
EP18375,Tata Mundra Ultra Mega Power Project Unit 5,Coal Plant,800.0,operating,India,,
EP18376,Tavan Tolgoi power station (Rio Tinto) Unit 1 (Phase I),Coal Plant,150.0,permitted,Mongolia,,
EP18377,Tavan Tolgoi power station (Rio Tinto) Unit 2 (Phase I),Coal Plant,150.0,permitted,Mongolia,,
EP18378,Tavan Tolgoi power station (Rio Tinto) Unit 3 (Phase II),Coal Plant,150.0,permitted,Mongolia,,
EP18379,Tekirdağ Malkara power station --,Coal Plant,1000.0,announced,Türkiye,,
EP18380,Teluk Sirih power station Unit 1,Coal Plant,112.0,operating,Indonesia,,
EP18381,Teluk Sirih power station Unit 2,Coal Plant,112.0,operating,Indonesia,,
EP18382,Teng County cogen power station Phase II Unit 3,Coal Plant,80.0,permitted,China,,
EP18383,Teng County cogen power station Phase II Unit 4,Coal Plant,80.0,permitted,China,,
EP18384,Teng County cogen power station Phase I Unit 1,Coal Plant,80.0,construction,China,,
EP18385,Teng County cogen power station Phase I Unit 2,Coal Plant,50.0,permitted,China,,
EP18386,Tengzhou Fuyuan cogen power station New Unit 1,Coal Plant,350.0,operating,China,,
EP18387,Tengzhou Fuyuan cogen power station New Unit 2,Coal Plant,350.0,operating,China,,
EP18388,Tengzhou Fuyuan cogen power station Unit 6,Coal Plant,45.0,operating,China,,
EP18389,Tengzhou Xinyuan power station Phase II Unit 3,Coal Plant,350.0,operating,China,,
EP18390,Tengzhou Xinyuan power station Phase II Unit 4,Coal Plant,350.0,operating,China,,
EP18391,Tengzhou Xinyuan power station Phase I Unit 1,Coal Plant,150.0,operating,China,,
EP18392,Tengzhou Xinyuan power station Phase I Unit 2,Coal Plant,150.0,operating,China,,
EP18393,Tenughat power station Unit 1,Coal Plant,210.0,operating,India,,
EP18394,Tenughat power station Unit 2,Coal Plant,210.0,operating,India,,
EP18395,Termoguajira power station Unit 1,Coal Plant,145.0,operating,Colombia,,
EP18396,Termoguajira power station Unit 2,Coal Plant,145.0,operating,Colombia,,
EP18397,Termopaipa power station Unit 1,Coal Plant,39.0,operating,Colombia,,
EP18398,Termopaipa power station Unit 2,Coal Plant,72.0,operating,Colombia,,
EP18399,Termopaipa power station Unit 3,Coal Plant,74.0,operating,Colombia,,
EP18400,Termopaipa power station Unit 4,Coal Plant,165.0,operating,Colombia,,
EP18401,Termotasajero power station Unit 1,Coal Plant,163.0,operating,Colombia,,
EP18402,Termotasajero power station Unit 2,Coal Plant,170.0,operating,Colombia,,
EP18403,Termozipa power station Unit 2,Coal Plant,38.0,operating,Colombia,,
EP18404,Termozipa power station Unit 3,Coal Plant,66.0,operating,Colombia,,
EP18405,Termozipa power station Unit 4,Coal Plant,66.0,operating,Colombia,,
EP18406,Termozipa power station Unit 5,Coal Plant,66.0,operating,Colombia,,
EP18407,Terragen power station Unit 1,Coal Plant,35.0,operating,Mauritius,,
EP18408,Terragen power station Unit 2,Coal Plant,35.0,operating,Mauritius,,
EP18409,TES Filer City Station Unit 1,Coal Plant,70.0,operating,United States,,
EP18410,Te-Tol power station Unit 1,Coal Plant,42.0,operating,Slovenia,,
EP18411,Te-Tol power station Unit 2,Coal Plant,32.0,operating,Slovenia,,
EP18412,Te-Tol power station Unit 3,Coal Plant,50.0,operating,Slovenia,,
EP18413,Thai Binh Power Center Unit 1-1,Coal Plant,300.0,operating,Vietnam,,
EP18414,Thai Binh Power Center Unit 1-2,Coal Plant,300.0,operating,Vietnam,,
EP18415,Thai Binh Power Center Unit 2-1,Coal Plant,600.0,operating,Vietnam,,
EP18416,Thai Binh Power Center Unit 2-2,Coal Plant,600.0,operating,Vietnam,,
EP18417,ThalNova power station --,Coal Plant,330.0,operating,Pakistan,,
EP18418,Thang Long power station Unit 1,Coal Plant,300.0,operating,Vietnam,,
EP18419,Thang Long power station Unit 2,Coal Plant,300.0,operating,Vietnam,,
EP18420,Thar Block II power station Unit 1,Coal Plant,330.0,operating,Pakistan,,
EP18421,Thar Block II power station Unit 2,Coal Plant,330.0,operating,Pakistan,,
EP18422,Thar Block I power station Unit 1,Coal Plant,660.0,operating,Pakistan,,
EP18423,Thar Block I power station Unit 2,Coal Plant,660.0,operating,Pakistan,,
EP18424,Thar Block VI power station Unit 1,Coal Plant,660.0,pre-permit,Pakistan,,
EP18425,Thar Block VI power station Unit 2,Coal Plant,660.0,pre-permit,Pakistan,,
EP18426,Thar Energy Limited power station --,Coal Plant,330.0,operating,Pakistan,,
EP18427,Tha Tum power station Unit 1,Coal Plant,164.0,operating,Thailand,,
EP18428,Tha Tum power station Unit 2,Coal Plant,164.0,operating,Thailand,,
EP18429,THDCIL-UJVNL Energy power station --,Coal Plant,1000.0,announced,India,,
EP18430,Therma Visayas Energy Project Unit 1,Coal Plant,170.0,operating,Philippines,,
EP18431,Therma Visayas Energy Project Unit 2,Coal Plant,170.0,operating,Philippines,,
EP18432,Therma Visayas Energy Project Unit 3,Coal Plant,169.0,pre-permit,Philippines,,
EP18433,Thomas Hill Energy Center Unit 1,Coal Plant,171.7,operating,United States,,
EP18434,Thomas Hill Energy Center Unit 2,Coal Plant,272.0,operating,United States,,
EP18435,Thomas Hill Energy Center Unit 3,Coal Plant,738.0,operating,United States,,
EP18436,Three Gorges Mengneng Dongsheng cogen power station Unit 1,Coal Plant,1000.0,announced,China,,
EP18437,Three Gorges Mengneng Dongsheng cogen power station Unit 2,Coal Plant,1000.0,announced,China,,
EP18438,Three Gorges Mengneng Dongsheng cogen power station Unit 3,Coal Plant,1000.0,announced,China,,
EP18439,Three Gorges Mengneng Dongsheng cogen power station Unit 4,Coal Plant,1000.0,announced,China,,
EP18440,Tianchi Changji cogen power station Unit 1,Coal Plant,350.0,operating,China,,
EP18441,Tianchi Changji cogen power station Unit 2,Coal Plant,350.0,operating,China,,
