index,Energy_Project_Node_Name,Energy_Project_Type,Capacity (MW),Status,Country,Capacity (Mtpa),Nominal crude steel capacity (ttpa)
EP12421,Astana-2 power station Unit 6,Coal Plant,120.0,operating,Kazakhstan,,
EP12422,Athena Chhattisgarh power station Unit 1,Coal Plant,600.0,construction,India,,
EP12423,Athena Chhattisgarh power station Unit 2,Coal Plant,600.0,construction,India,,
EP12424,Atlas Enerji İskenderun power station Unit 1,Coal Plant,600.0,operating,Türkiye,,
EP12425,Atlas Enerji İskenderun power station Unit 2,Coal Plant,600.0,operating,Türkiye,,
EP12426,Atul power station New Unit,Coal Plant,50.0,operating,India,,
EP12427,Atul power station Unit 1,Coal Plant,34.0,operating,India,,
EP12428,Baganuur power station Unit 1,Coal Plant,200.0,pre-permit,Mongolia,,
EP12429,Baganuur power station Unit 2,Coal Plant,200.0,pre-permit,Mongolia,,
EP12430,Baise Smelter power station Unit 1,Coal Plant,350.0,operating,China,,
EP12431,Baise Smelter power station Unit 2,Coal Plant,350.0,operating,China,,
EP12432,Baise Tiandong power station Unit 1,Coal Plant,135.0,operating,China,,
EP12433,Baise Tiandong power station Unit 2,Coal Plant,135.0,operating,China,,
EP12434,Baise Tianyang power station Unit 1,Coal Plant,150.0,operating,China,,
EP12435,Baise Tianyang power station Unit 2,Coal Plant,150.0,operating,China,,
EP12436,Baitao cogen power station Unit 1,Coal Plant,50.0,operating,China,,
EP12437,Baitao cogen power station Unit 2,Coal Plant,50.0,operating,China,,
EP12438,Baitao cogen power station Unit 3,Coal Plant,60.0,construction,China,,
EP12439,Baitao cogen power station Unit 4,Coal Plant,60.0,construction,China,,
EP12440,Baitao Industrial Park Heat Island Center power station Unit 1,Coal Plant,50.0,operating,China,,
EP12441,Baitao Industrial Park Heat Island Center power station Unit 2,Coal Plant,50.0,operating,China,,
EP12442,Baiyanghe power station Unit 6,Coal Plant,300.0,operating,China,,
EP12443,Baiyanghe power station Unit 7,Coal Plant,300.0,operating,China,,
EP12444,Baiyinhua Industrial Park Captive power station Unit 1,Coal Plant,350.0,operating,China,,
EP12445,Baiyinhua Industrial Park Captive power station Unit 2,Coal Plant,350.0,operating,China,,
EP12446,Bakreswar Thermal Power Station Unit 1,Coal Plant,210.0,operating,India,,
EP12447,Bakreswar Thermal Power Station Unit 2,Coal Plant,210.0,operating,India,,
EP12448,Bakreswar Thermal Power Station Unit 3,Coal Plant,210.0,operating,India,,
EP12449,Bakreswar Thermal Power Station Unit 4,Coal Plant,210.0,operating,India,,
EP12450,Bakreswar Thermal Power Station Unit 5,Coal Plant,210.0,operating,India,,
EP12451,Balaji Cement power station Unit 1,Coal Plant,35.0,operating,India,,
EP12452,BALCO Korba power station Phase 1 Unit 1,Coal Plant,67.5,operating,India,,
EP12453,BALCO Korba power station Phase 1 Unit 2,Coal Plant,67.5,operating,India,,
EP12454,BALCO Korba power station Phase 1 Unit 3,Coal Plant,67.5,operating,India,,
EP12455,BALCO Korba power station Phase 1 Unit 4,Coal Plant,67.5,operating,India,,
EP12456,BALCO Korba power station Phase 2 Unit 1,Coal Plant,135.0,operating,India,,
EP12457,BALCO Korba power station Phase 2 Unit 2,Coal Plant,135.0,operating,India,,
EP12458,BALCO Korba power station Phase 2 Unit 3,Coal Plant,135.0,operating,India,,
EP12459,BALCO Korba power station Phase 2 Unit 4,Coal Plant,135.0,operating,India,,
EP12460,BALCO Korba power station Phase 3 Unit 1,Coal Plant,300.0,operating,India,,
EP12461,BALCO Korba power station Phase 3 Unit 2,Coal Plant,300.0,operating,India,,
EP12462,BALCO Korba power station Phase 3 Unit 3,Coal Plant,300.0,operating,India,,
EP12463,BALCO Korba power station Phase 3 Unit 4,Coal Plant,300.0,operating,India,,
EP12464,Baldwin Energy Station Unit 1,Coal Plant,625.1,operating,United States,,
EP12465,Baldwin Energy Station Unit 2,Coal Plant,634.5,operating,United States,,
EP12466,Balingasag power station Unit 1,Coal Plant,55.0,operating,Philippines,,
EP12467,Balingasag power station Unit 2,Coal Plant,55.0,operating,Philippines,,
EP12468,Balingasag power station Unit 3,Coal Plant,55.0,operating,Philippines,,
EP12469,Balingian New power station Phase I Unit 1,Coal Plant,300.0,operating,Malaysia,,
EP12470,Balingian New power station Phase I Unit 2,Coal Plant,300.0,operating,Malaysia,,
EP12471,Ballarpur Bilt Power power station Unit 3,Coal Plant,40.0,operating,India,,
EP12472,Bandel Thermal Power Station Unit 2,Coal Plant,60.0,operating,India,,
EP12473,Bandel Thermal Power Station Unit 5,Coal Plant,210.0,operating,India,,
EP12474,Bander power station Unit 1,Coal Plant,660.0,operating,India,,
EP12475,Bander power station Unit 2,Coal Plant,660.0,operating,India,,
EP12476,Bandung Indosyntec power station Unit 1,Coal Plant,30.0,operating,Indonesia,,
EP12477,Bangka Baru power station Unit 1,Coal Plant,30.0,operating,Indonesia,,
EP12478,Bangka Baru power station Unit 2,Coal Plant,30.0,operating,Indonesia,,
EP12479,Bangkok HSFC Plant power station Unit 2R,Coal Plant,36.0,operating,Thailand,,
EP12480,Bangko Tengah power station Unit 1,Coal Plant,660.0,operating,Indonesia,,
EP12481,Bangko Tengah power station Unit 2,Coal Plant,660.0,operating,Indonesia,,
EP12482,Banjarsari power station Unit 1,Coal Plant,110.0,operating,Indonesia,,
EP12483,Banjarsari power station Unit 2,Coal Plant,110.0,operating,Indonesia,,
EP12484,Banshkhali power station (S Alam) Unit 1,Coal Plant,660.0,operating,Bangladesh,,
EP12485,Banshkhali power station (S Alam) Unit 2,Coal Plant,660.0,operating,Bangladesh,,
EP12486,Banten Labuan power station Unit 1,Coal Plant,300.0,operating,Indonesia,,
EP12487,Banten Labuan power station Unit 2,Coal Plant,300.0,operating,Indonesia,,
EP12488,Banten Lontar power station Unit 1,Coal Plant,315.0,operating,Indonesia,,
EP12489,Banten Lontar power station Unit 2,Coal Plant,315.0,operating,Indonesia,,
EP12490,Banten Lontar power station Unit 3,Coal Plant,315.0,operating,Indonesia,,
EP12491,Banten Lontar power station Unit 4,Coal Plant,315.0,construction,Indonesia,,
EP12492,Banten Serang power station Unit 1,Coal Plant,660.0,operating,Indonesia,,
EP12493,Banten Suralaya power station Phase II Unit 1,Coal Plant,600.0,operating,Indonesia,,
EP12494,Banten Suralaya power station Phase II Unit 2,Coal Plant,600.0,operating,Indonesia,,
EP12495,Banten Suralaya power station Phase II Unit 3,Coal Plant,600.0,operating,Indonesia,,
EP12496,Banten Suralaya power station Phase I Unit 1,Coal Plant,400.0,operating,Indonesia,,
EP12497,Banten Suralaya power station Phase I Unit 2,Coal Plant,400.0,operating,Indonesia,,
EP12498,Banten Suralaya power station Phase I Unit 3,Coal Plant,400.0,operating,Indonesia,,
EP12499,Banten Suralaya power station Phase I Unit 4,Coal Plant,400.0,operating,Indonesia,,
EP12500,Banten Suralaya power station Unit 08,Coal Plant,625.0,operating,Indonesia,,
EP12501,Banten Suralaya power station Unit 09,Coal Plant,1000.0,construction,Indonesia,,
EP12502,Banten Suralaya power station Unit 10,Coal Plant,1000.0,construction,Indonesia,,
EP12503,Baode power station Unit 1,Coal Plant,135.0,operating,China,,
EP12504,Baode power station Unit 2,Coal Plant,135.0,operating,China,,
EP12505,Baoding cogen power station Phase IV Unit 12,Coal Plant,350.0,operating,China,,
EP12506,Baoding cogen power station Phase IV Unit 13,Coal Plant,350.0,operating,China,,
EP12507,Baoding cogen power station Unit 10,Coal Plant,200.0,operating,China,,
EP12508,Baoding cogen power station Unit 11,Coal Plant,200.0,operating,China,,
EP12509,Baoding Northwest Suburb power station Phase II Unit 3,Coal Plant,660.0,construction,China,,
EP12510,Baoding Northwest Suburb power station Unit 1,Coal Plant,350.0,operating,China,,
EP12511,Baoding Northwest Suburb power station Unit 2,Coal Plant,350.0,operating,China,,
EP12512,Baoshan Works power station Replace Unit 1,Coal Plant,650.0,pre-permit,China,,
EP12513,Baoshan Works power station Replace Unit 2,Coal Plant,650.0,pre-permit,China,,
EP12514,Baoshan Works power station Unit 1,Coal Plant,350.0,operating,China,,
EP12515,Baoshan Works power station Unit 2,Coal Plant,350.0,operating,China,,
EP12516,Baoshan Works power station Unit 3,Coal Plant,350.0,operating,China,,
EP12517,Baotou-1 power station Unit 10,Coal Plant,300.0,operating,China,,
EP12518,Baotou-1 power station Unit 11,Coal Plant,300.0,operating,China,,
EP12519,Baotou-1 power station Unit 8,Coal Plant,125.0,operating,China,,
EP12520,Baotou-1 power station Unit 9,Coal Plant,125.0,operating,China,,
EP12521,Baotou-2 power station Unit 10,Coal Plant,200.0,operating,China,,
EP12522,Baotou-2 power station Unit 11,Coal Plant,300.0,operating,China,,
EP12523,Baotou-2 power station Unit 12,Coal Plant,300.0,operating,China,,
EP12524,Baotou-2 power station Unit 9,Coal Plant,200.0,operating,China,,
EP12525,Baotou-3 power station Unit 5,Coal Plant,300.0,operating,China,,
EP12526,Baotou-3 power station Unit 6,Coal Plant,300.0,operating,China,,
EP12527,Baotou Aluminum power station Unit 1,Coal Plant,330.0,operating,China,,
EP12528,Baotou Aluminum power station Unit 2,Coal Plant,330.0,operating,China,,
EP12529,Baotou Aluminum power station Unit 3,Coal Plant,350.0,operating,China,,
EP12530,Baotou Aluminum power station Unit 4,Coal Plant,350.0,operating,China,,
EP12531,Baotou Aluminum power station Unit 5,Coal Plant,350.0,operating,China,,
EP12532,Baotou Donghua power station Phase I Unit 1,Coal Plant,320.0,operating,China,,
EP12533,Baotou Donghua power station Phase I Unit 2,Coal Plant,320.0,operating,China,,
EP12534,Baotou East Hope power station Unit 1,Coal Plant,155.0,operating,China,,
EP12535,Baotou East Hope power station Unit 2,Coal Plant,155.0,operating,China,,
EP12536,Baotou East Hope power station Unit 3,Coal Plant,155.0,operating,China,,
EP12537,Baotou East Hope power station Unit 4,Coal Plant,155.0,operating,China,,
EP12538,Baotou East Hope power station Unit 5,Coal Plant,350.0,operating,China,,
EP12539,Baotou East Hope power station Unit 6,Coal Plant,350.0,operating,China,,
EP12540,Baotou Hexi power station Phase I Unit 1,Coal Plant,600.0,operating,China,,
EP12541,Baotou Hexi power station Phase I Unit 2,Coal Plant,600.0,operating,China,,
EP12542,Baotou Olefins power station Unit 1,Coal Plant,100.0,operating,China,,
EP12543,Baotou Olefins power station Unit 2,Coal Plant,100.0,operating,China,,
EP12544,Baotou Olefins power station Unit 3,Coal Plant,100.0,operating,China,,
EP12545,Baotou Olefins power station Unit 4,Coal Plant,100.0,operating,China,,
EP12546,Baotou Olefins power station Unit 5,Coal Plant,100.0,operating,China,,
EP12547,Baotou Olefins power station Unit 6,Coal Plant,100.0,operating,China,,
EP12548,Baotou Sanfeng power station Unit 8,Coal Plant,50.0,operating,China,,
EP12549,Baotou Sanfeng power station Unit 9,Coal Plant,50.0,operating,China,,
EP12550,Baotou Shansheng captive power station Unit 1,Coal Plant,50.0,operating,China,,
EP12551,Baotou Shansheng captive power station Unit 2,Coal Plant,50.0,operating,China,,
EP12552,Baotou Works power station Unit 1,Coal Plant,100.0,operating,China,,
EP12553,Baotou Works power station Unit 2,Coal Plant,100.0,operating,China,,
EP12554,Baqiao power station Phase VI Unit 2-3,Coal Plant,300.0,operating,China,,
EP12555,Baqiao power station Phase VI Unit 2-4,Coal Plant,300.0,operating,China,,
EP12556,Baqiao power station Phase V Unit 2-1,Coal Plant,125.0,operating,China,,
EP12557,Baqiao power station Phase V Unit 2-2,Coal Plant,125.0,operating,China,,
EP12558,Barabinsk power station Unit 3R,Coal Plant,34.0,operating,Russia,,
EP12559,Baradarha power station Unit 1,Coal Plant,600.0,operating,India,,
EP12560,Baradarha power station Unit 2,Coal Plant,600.0,operating,India,,
EP12561,Barahona power station --,Coal Plant,52.0,operating,Dominican Republic,,
EP12562,Barapukuria power station Unit 1,Coal Plant,125.0,operating,Bangladesh,,
EP12563,Barapukuria power station Unit 2,Coal Plant,125.0,operating,Bangladesh,,
EP12564,Barapukuria power station Unit 3,Coal Plant,275.0,operating,Bangladesh,,
EP12565,Bara Thermal Power Project Phase I Unit 1,Coal Plant,660.0,operating,India,,
EP12566,Bara Thermal Power Project Phase I Unit 2,Coal Plant,660.0,operating,India,,
EP12567,Bara Thermal Power Project Phase I Unit 3,Coal Plant,660.0,operating,India,,
EP12568,Barauni power station Unit 8,Coal Plant,250.0,operating,India,,
EP12569,Barauni power station Unit 9,Coal Plant,250.0,operating,India,,
EP12570,Barbil Jagannath power station Unit 1,Coal Plant,30.0,operating,India,,
EP12571,Barcarena Alunorte power station Unit 2,Coal Plant,52.0,operating,Brazil,,
EP12572,Barcarena Alunorte power station Unit 3,Coal Plant,52.0,operating,Brazil,,
EP12573,Barh II power station Unit 1,Coal Plant,660.0,operating,India,,
EP12574,Barh II power station Unit 2,Coal Plant,660.0,operating,India,,
EP12575,Barh I power station Unit 1,Coal Plant,660.0,operating,India,,
EP12576,Barh I power station Unit 2,Coal Plant,660.0,operating,India,,
EP12577,Barh I power station Unit 3,Coal Plant,660.0,construction,India,,
EP12578,Barisal power station Unit 1,Coal Plant,350.0,operating,Bangladesh,,
EP12579,Barisal power station Unit 2,Coal Plant,350.0,pre-permit,Bangladesh,,
EP12580,Barkhera IPP power station Unit 1,Coal Plant,45.0,operating,India,,
EP12581,Barkhera IPP power station Unit 2,Coal Plant,45.0,operating,India,,
EP12582,Barnaulskaya-2 power station Unit 5,Coal Plant,60.0,operating,Russia,,
EP12583,Barnaulskaya-2 power station Unit 6,Coal Plant,60.0,operating,Russia,,
EP12584,Barnaulskaya-2 power station Unit 7,Coal Plant,50.0,operating,Russia,,
EP12585,Barnaulskaya-2 power station Unit 8,Coal Plant,65.0,operating,Russia,,
EP12586,Barnaulskaya-2 power station Unit 9,Coal Plant,65.0,operating,Russia,,
EP12587,Barnaulskaya-3 power station Unit 1,Coal Plant,80.0,operating,Russia,,
EP12588,Barnaulskaya-3 power station Unit 2,Coal Plant,175.0,operating,Russia,,
EP12589,Barnaulskaya-3 power station Unit 3,Coal Plant,190.0,operating,Russia,,
EP12590,Barru power station Phase II Unit 1,Coal Plant,100.0,construction,Indonesia,,
EP12591,Barru power station Unit 1,Coal Plant,50.0,operating,Indonesia,,
EP12592,Barru power station Unit 2,Coal Plant,50.0,operating,Indonesia,,
EP12593,Barry Steam Plant Unit 5,Coal Plant,788.8,operating,United States,,
EP12594,Barsingsar Thermal Power Project Unit 1,Coal Plant,125.0,operating,India,,
EP12595,Barsingsar Thermal Power Project Unit 2,Coal Plant,125.0,operating,India,,
EP12596,Basundhara power station Unit 1,Coal Plant,800.0,announced,India,,
EP12597,Basundhara power station Unit 2,Coal Plant,800.0,announced,India,,
EP12598,Basundhara power station Unit 3,Coal Plant,800.0,announced,India,,
EP12599,Basundhara power station Unit 4,Coal Plant,800.0,announced,India,,
EP12600,Basundhara power station Unit 5,Coal Plant,800.0,announced,India,,
EP12601,Batu Hijau power station Unit 1,Coal Plant,31.0,operating,Indonesia,,
EP12602,Batu Hijau power station Unit 2,Coal Plant,31.0,operating,Indonesia,,
EP12603,Batu Hijau power station Unit 3,Coal Plant,31.0,operating,Indonesia,,
EP12604,Batu Hijau power station Unit 4,Coal Plant,31.0,operating,Indonesia,,
EP12605,Bayanhaote Cogen power station Unit 1,Coal Plant,330.0,operating,China,,
EP12606,Bayanhaote Cogen power station Unit 2,Coal Plant,330.0,operating,China,,
EP12607,Bayanhua Jinshan power station Phase II Unit 3,Coal Plant,660.0,construction,China,,
EP12608,Bayanhua Jinshan power station Phase II Unit 4,Coal Plant,660.0,construction,China,,
EP12609,Bayanhua Jinshan power station Phase I Unit 1,Coal Plant,600.0,operating,China,,
EP12610,Bayanhua Jinshan power station Phase I Unit 2,Coal Plant,600.0,operating,China,,
EP12611,Bayi Zaozhuang power station Unit 3,Coal Plant,350.0,operating,China,,
EP12612,Bayi Zaozhuang power station Unit 4,Coal Plant,350.0,announced,China,,
EP12613,Bayswater power station Unit 1,Coal Plant,685.0,operating,Australia,,
EP12614,Bayswater power station Unit 2,Coal Plant,660.0,operating,Australia,,
EP12615,Bayswater power station Unit 3,Coal Plant,660.0,operating,Australia,,
EP12616,Bayswater power station Unit 4,Coal Plant,660.0,operating,Australia,,
EP12617,Bedzin power station Unit 1,Coal Plant,81.5,operating,Poland,,
EP12618,Bei'an power station Phase II Unit 3,Coal Plant,350.0,pre-permit,China,,
EP12619,Bei'an power station Phase II Unit 4,Coal Plant,350.0,pre-permit,China,,
EP12620,Bei'an power station Unit 1,Coal Plant,50.0,operating,China,,
EP12621,Bei'an power station Unit 2,Coal Plant,50.0,operating,China,,
EP12622,Beifa power station Unit 1,Coal Plant,270.0,permitted,Zimbabwe,,
EP12623,Beihai Bebuwan power station Phase II Unit 3,Coal Plant,660.0,operating,China,,
EP12624,Beihai Bebuwan power station Phase II Unit 4,Coal Plant,660.0,operating,China,,
EP12625,Beihai Bebuwan power station Phase I Unit 1,Coal Plant,320.0,operating,China,,
EP12626,Beihai Bebuwan power station Phase I Unit 2,Coal Plant,320.0,operating,China,,
EP12627,Beihai Mill power station Unit 1,Coal Plant,70.0,operating,China,,
EP12628,Beihai Mill power station Unit 2,Coal Plant,70.0,operating,China,,
EP12629,Beihai New Area Heating power station Phase II Unit 5,Coal Plant,330.0,operating,China,,
EP12630,Beihai New Area Heating power station Phase II Unit 6,Coal Plant,330.0,operating,China,,
EP12631,Beihai New Area Heating power station Phase II Unit 7,Coal Plant,330.0,operating,China,,
EP12632,Beihai New Area Heating power station Phase II Unit 8,Coal Plant,330.0,operating,China,,
EP12633,Beihai New Area Heating power station Phase I Unit 1,Coal Plant,60.0,operating,China,,
EP12634,Beihai New Area Heating power station Phase I Unit 2,Coal Plant,60.0,operating,China,,
EP12635,Beihai New Area Heating power station Phase I Unit 3,Coal Plant,60.0,operating,China,,
EP12636,Beihai New Area Heating power station Phase I Unit 4,Coal Plant,60.0,operating,China,,
EP12637,Beihai power station Phase II Unit 3,Coal Plant,1000.0,construction,China,,
EP12638,Beihai power station Phase II Unit 4,Coal Plant,1000.0,construction,China,,
EP12639,Beihai power station Phase I Unit 1,Coal Plant,1000.0,operating,China,,
EP12640,Beihai power station Phase I Unit 2,Coal Plant,1000.0,operating,China,,
EP12641,Beijing Energy Wujianfang power station Unit 1,Coal Plant,660.0,operating,China,,
EP12642,Beijing Energy Wujianfang power station Unit 2,Coal Plant,660.0,operating,China,,
EP12643,Beilun power station Phase III Unit 6,Coal Plant,1050.0,operating,China,,
EP12644,Beilun power station Phase III Unit 7,Coal Plant,1050.0,operating,China,,
EP12645,Beilun power station Phase II Unit 3,Coal Plant,600.0,operating,China,,
EP12646,Beilun power station Phase II Unit 4,Coal Plant,600.0,operating,China,,
EP12647,Beilun power station Phase II Unit 5,Coal Plant,600.0,operating,China,,
EP12648,Beilun power station Phase I Unit 1,Coal Plant,600.0,operating,China,,
EP12649,Beilun power station Phase I Unit 2,Coal Plant,600.0,operating,China,,
EP12650,Beilun power station Phase IV Unit 8,Coal Plant,1000.0,construction,China,,
EP12651,Beilun power station Phave IV Unit 9,Coal Plant,1000.0,construction,China,,
EP12652,Beitun Cogen power station Phase I Unit 1,Coal Plant,135.0,operating,China,,
EP12653,Beitun Cogen power station Phase I Unit 2,Coal Plant,135.0,operating,China,,
EP12654,Bela power station Phase I,Coal Plant,270.0,operating,India,,
EP12655,Belchatow power station Phase 1 Unit 10,Coal Plant,370.0,operating,Poland,,
EP12656,Belchatow power station Phase 1 Unit 11,Coal Plant,390.0,operating,Poland,,
EP12657,Belchatow power station Phase 1 Unit 12,Coal Plant,370.0,operating,Poland,,
EP12658,Belchatow power station Phase 1 Unit 2,Coal Plant,358.0,operating,Poland,,
EP12659,Belchatow power station Phase 1 Unit 3,Coal Plant,380.0,operating,Poland,,
EP12660,Belchatow power station Phase 1 Unit 4,Coal Plant,380.0,operating,Poland,,
EP12661,Belchatow power station Phase 1 Unit 5,Coal Plant,380.0,operating,Poland,,
EP12662,Belchatow power station Phase 1 Unit 6,Coal Plant,394.0,operating,Poland,,
EP12663,Belchatow power station Phase 1 Unit 7,Coal Plant,390.0,operating,Poland,,
EP12664,Belchatow power station Phase 1 Unit 8,Coal Plant,390.0,operating,Poland,,
EP12665,Belchatow power station Phase 1 Unit 9,Coal Plant,370.0,operating,Poland,,
EP12666,Belchatow power station Phase 2 Unit 1,Coal Plant,858.0,operating,Poland,,
EP12667,Belews Creek Steam Station Unit 1,Coal Plant,1080.0,operating,United States,,
EP12668,Belews Creek Steam Station Unit 2,Coal Plant,1080.0,operating,United States,,
EP12669,Bellary Thermal Power Station Unit 1,Coal Plant,500.0,operating,India,,
EP12670,Bellary Thermal Power Station Unit 2,Coal Plant,500.0,operating,India,,
EP12671,Bellary Thermal Power Station Unit 3,Coal Plant,700.0,operating,India,,
EP12672,Belledune power station Unit 1,Coal Plant,490.0,operating,Canada,,
EP12673,Belle River Power Plant Unit 1,Coal Plant,697.5,operating,United States,,
EP12674,Belle River Power Plant Unit 2,Coal Plant,697.5,operating,United States,,
EP12675,Belovskaya power station Unit 1,Coal Plant,200.0,operating,Russia,,
EP12676,Belovskaya power station Unit 2,Coal Plant,200.0,operating,Russia,,
EP12677,Belovskaya power station Unit 3,Coal Plant,200.0,operating,Russia,,
EP12678,Belovskaya power station Unit 4,Coal Plant,230.0,operating,Russia,,
EP12679,Belovskaya power station Unit 5,Coal Plant,200.0,operating,Russia,,
EP12680,Belovskaya power station Unit 6,Coal Plant,230.0,operating,Russia,,
EP12681,Benga power station (Kibo Energy) Unit 1,Coal Plant,150.0,pre-permit,Mozambique,,
EP12682,Benga power station (Kibo Energy) Unit 2,Coal Plant,150.0,pre-permit,Mozambique,,
EP12683,Bengbu Tushan cogen power station Unit 6,Coal Plant,60.0,operating,China,,
EP12684,Bengkayang Power Station Unit 1,Coal Plant,50.0,operating,Indonesia,,
EP12685,Bengkayang Power Station Unit 2,Coal Plant,50.0,operating,Indonesia,,
EP12686,Bengkulu power station Unit 1,Coal Plant,100.0,operating,Indonesia,,
EP12687,Bengkulu power station Unit 2,Coal Plant,100.0,operating,Indonesia,,
EP12688,Benxi Cogen power station Unit 1,Coal Plant,350.0,operating,China,,
EP12689,Benxi Cogen power station Unit 2,Coal Plant,350.0,operating,China,,
EP12690,Benxi Steel & Iron power station Unit 10,Coal Plant,50.0,operating,China,,
EP12691,Benxi Steel & Iron power station Unit 11,Coal Plant,50.0,operating,China,,
EP12692,Benxi Steel & Iron power station Unit 12,Coal Plant,50.0,operating,China,,
EP12693,Benxi Steel & Iron power station Unit 9,Coal Plant,50.0,operating,China,,
EP12694,Berezovskaya power station Unit 1,Coal Plant,800.0,operating,Russia,,
EP12695,Berezovskaya power station Unit 2,Coal Plant,800.0,operating,Russia,,
EP12696,Berezovskaya power station Unit 3,Coal Plant,820.0,operating,Russia,,
EP12697,Berlin-Moabit power station Unit 3,Coal Plant,100.0,operating,Germany,,
EP12698,Berlin-Reuter-West power station Unit A,Coal Plant,300.0,operating,Germany,,
EP12699,Berlin-Reuter-West power station Unit B,Coal Plant,300.0,operating,Germany,,
EP12700,Bhadradri power station Unit 1,Coal Plant,270.0,operating,India,,
EP12701,Bhadradri power station Unit 2,Coal Plant,270.0,operating,India,,
EP12702,Bhadradri power station Unit 3,Coal Plant,270.0,operating,India,,
EP12703,Bhadradri power station Unit 4,Coal Plant,270.0,operating,India,,
EP12704,Bhadreshwar power station (OPG) Unit 1,Coal Plant,150.0,operating,India,,
EP12705,Bhadreshwar power station (OPG) Unit 2,Coal Plant,150.0,operating,India,,
EP12706,Bhandhakhar power station --,Coal Plant,300.0,operating,India,,
EP12707,Bhavnagar power station Unit 1,Coal Plant,250.0,operating,India,,
EP12708,Bhavnagar power station Unit 2,Coal Plant,250.0,operating,India,,
EP12709,Bhigwan Mill power station Unit 1,Coal Plant,30.0,operating,India,,
EP12710,Bhigwan Mill power station Unit 2,Coal Plant,30.0,operating,India,,
EP12711,Bhilai Steel power station Unit 2,Coal Plant,30.0,operating,India,,
EP12712,Bhilai Steel power station Unit 3,Coal Plant,30.0,operating,India,,
EP12713,Bhilai Steel power station Unit 4,Coal Plant,250.0,operating,India,,
EP12714,Bhilai Steel power station Unit 5,Coal Plant,250.0,operating,India,,
EP12715,Bhubaneshwar Jasper power station Unit 1,Coal Plant,67.5,operating,India,,
EP12716,Bhubaneshwar Jasper power station Unit 2,Coal Plant,67.5,operating,India,,
EP12717,Bhusawal Thermal Power Station Unit 6,Coal Plant,660.0,construction,India,,
EP12718,Bhusawal Thermal Power Station Unit B3,Coal Plant,210.0,operating,India,,
EP12719,Bhusawal Thermal Power Station Unit C4,Coal Plant,500.0,operating,India,,
EP12720,Bhusawal Thermal Power Station Unit C5,Coal Plant,500.0,operating,India,,
EP12721,Bialystok power station Unit 2,Coal Plant,55.0,operating,Poland,,
EP12722,Bialystok power station Unit 3,Coal Plant,55.0,operating,Poland,,
EP12723,Bielsko-Biala power station EC1 Unit 1A,Coal Plant,50.0,operating,Poland,,
EP12724,Bielsko-Biala power station EC2,Coal Plant,55.0,operating,Poland,,
EP12725,Big Bend Station Unit 4,Coal Plant,486.0,operating,United States,,
EP12726,Big Cajun II Power Plant Unit 1,Coal Plant,657.9,operating,United States,,
EP12727,Big Cajun II Power Plant Unit 3,Coal Plant,619.0,operating,United States,,
EP12728,Big Stone Power Plant Unit 1,Coal Plant,456.0,operating,United States,,
EP12729,Bijao Power Station Unit 1,Coal Plant,35.0,operating,Honduras,,
EP12730,Bijao Power Station Unit 2,Coal Plant,35.0,operating,Honduras,,
EP12731,Bijao Power Station Unit 3,Coal Plant,35.0,operating,Honduras,,
EP12732,Bijie Cogen power station Phase I Unit 1,Coal Plant,150.0,operating,China,,
EP12733,Bijie Cogen power station Phase I Unit 2,Coal Plant,150.0,operating,China,,
EP12734,Bina Thermal Power Project Unit 1,Coal Plant,250.0,operating,India,,
EP12735,Bina Thermal Power Project Unit 2,Coal Plant,250.0,operating,India,,
EP12736,Binchang power station Phase I Unit 1,Coal Plant,630.0,operating,China,,
EP12737,Binchang power station Phase I Unit 2,Coal Plant,630.0,operating,China,,
EP12738,Binjkote power station Unit 1,Coal Plant,300.0,operating,India,,
EP12739,Binjkote power station Unit 2,Coal Plant,300.0,operating,India,,
EP12740,Binjkote power station Unit 3,Coal Plant,300.0,announced,India,,
EP12741,Binjkote power station Unit 4,Coal Plant,300.0,announced,India,,
EP12742,Binzhou Boxing power station Phase II Unit 3,Coal Plant,1000.0,permitted,China,,
EP12743,Binzhou Boxing power station Phase II Unit 4,Coal Plant,1000.0,permitted,China,,
EP12744,Binzhou Boxing power station Phase I Unit 1,Coal Plant,1000.0,construction,China,,
EP12745,Binzhou Boxing power station Phase I Unit 2,Coal Plant,1000.0,construction,China,,
EP12746,"Bishkek power station Unit 10, timepoint 1",Coal Plant,86.0,operating,Kyrgyzstan,,
EP12747,"Bishkek power station Unit 11, timepoint 1",Coal Plant,100.0,operating,Kyrgyzstan,,
EP12748,Bishkek power station Unit 12,Coal Plant,150.0,operating,Kyrgyzstan,,
EP12749,Bishkek power station Unit 13,Coal Plant,150.0,operating,Kyrgyzstan,,
EP12750,Bishkek power station Unit 5,Coal Plant,35.0,operating,Kyrgyzstan,,
EP12751,"Bishkek power station Unit 6, timepoint 1",Coal Plant,86.0,operating,Kyrgyzstan,,
EP12752,"Bishkek power station Unit 7, timepoint 1",Coal Plant,60.0,operating,Kyrgyzstan,,
EP12753,"Bishkek power station Unit 8, timepoint 1",Coal Plant,60.0,operating,Kyrgyzstan,,
EP12754,"Bishkek power station Unit 9, timepoint 1",Coal Plant,86.0,operating,Kyrgyzstan,,
EP12755,Bithnok Thermal Power Project Unit 1,Coal Plant,250.0,announced,India,,
EP12756,Bitola power station Unit 1,Coal Plant,233.0,operating,North Macedonia,,
